 18 1001
Lastname Firstname
NCAR Research Aviation Facility
93099 -12.247711 -169.934387 6756.799805
93100 -12.249527 -169.935059 6750.350098
93101 -12.251339 -169.935715 6743.850098
93102 -12.253150 -169.936371 6737.400391
93103 -12.254958 -169.937042 6731.049805
93104 -12.256765 -169.937714 6724.599609
93105 -12.258574 -169.938385 6717.849609
93106 -12.260384 -169.939041 6711.049805
93107 -12.262190 -169.939697 6704.299805
93108 -12.263998 -169.940369 6697.399902
93109 -12.265803 -169.941025 6690.500000
93110 -12.267607 -169.941681 6683.700195
93111 -12.269409 -169.942352 6677.000000
93112 -12.271210 -169.943008 6670.299805
93113 -12.273009 -169.943665 6663.599609
93114 -12.274805 -169.944336 6657.049805
93115 -12.276600 -169.945007 6650.500000
93116 -12.278397 -169.945648 6643.799805
93117 -12.280191 -169.946320 6637.149902
93118 -12.281984 -169.946960 6630.649902
93119 -12.283777 -169.947632 6624.099609
93120 -12.285564 -169.948273 6617.549805
93121 -12.287351 -169.948944 6611.149902
93122 -12.289136 -169.949585 6604.649902
93123 -12.290919 -169.950256 6598.049805
93124 -12.292702 -169.950897 6591.500000
93125 -12.294483 -169.951538 6584.900391
93126 -12.296263 -169.952209 6578.299805
93127 -12.298038 -169.952850 6571.899902
93128 -12.299812 -169.953522 6565.500000
93129 -12.301586 -169.954163 6558.900391
93130 -12.303355 -169.954803 6552.450195
93131 -12.305122 -169.955475 6545.950195
93132 -12.306888 -169.956116 6539.299805
93133 -12.308651 -169.956757 6532.549805
93134 -12.310417 -169.957413 6525.450195
93135 -12.312181 -169.958069 6518.500000
93136 -12.313940 -169.958710 6511.799805
93137 -12.315699 -169.959351 6505.149902
93138 -12.317455 -169.960007 6498.549805
93139 -12.319213 -169.960648 6491.900391
93140 -12.320969 -169.961288 6485.250000
93141 -12.322720 -169.961929 6478.750000
93142 -12.324471 -169.962585 6472.100098
93143 -12.326222 -169.963226 6465.299805
93144 -12.327972 -169.963867 6458.500000
93145 -12.329720 -169.964508 6451.649902
93146 -12.331463 -169.965149 6444.899902
93147 -12.333206 -169.965790 6438.000000
93148 -12.334949 -169.966431 6431.049805
93149 -12.336689 -169.967072 6424.250000
93150 -12.338427 -169.967712 6417.549805
93151 -12.340162 -169.968353 6410.950195
93152 -12.341895 -169.968994 6404.500000
93153 -12.343630 -169.969620 6397.950195
93154 -12.345363 -169.970261 6391.350098
93155 -12.347094 -169.970901 6384.799805
93156 -12.348825 -169.971527 6378.250000
93157 -12.350554 -169.972168 6371.750000
93158 -12.352283 -169.972809 6365.149902
93159 -12.354012 -169.973450 6358.549805
93160 -12.355741 -169.974091 6351.950195
93161 -12.357468 -169.974716 6345.400391
93162 -12.359194 -169.975357 6339.000000
93163 -12.360920 -169.975983 6332.450195
93164 -12.362648 -169.976624 6325.700195
93165 -12.364378 -169.977264 6318.899902
93166 -12.366104 -169.977905 6312.299805
93167 -12.367830 -169.978531 6305.799805
93168 -12.369556 -169.979156 6299.200195
93169 -12.371284 -169.979797 6292.599609
93170 -12.373009 -169.980438 6286.049805
93171 -12.374733 -169.981079 6279.549805
93172 -12.376455 -169.981705 6273.099609
93173 -12.378180 -169.982346 6266.549805
93174 -12.379906 -169.982986 6259.900391
93175 -12.381630 -169.983612 6253.200195
93176 -12.383354 -169.984253 6246.549805
93177 -12.385077 -169.984894 6240.099609
93178 -12.386801 -169.985535 6233.599609
93179 -12.388527 -169.986176 6226.899902
93180 -12.390255 -169.986801 6220.200195
93181 -12.391981 -169.987442 6213.599609
93182 -12.393707 -169.988068 6207.049805
93183 -12.395432 -169.988708 6200.649902
93184 -12.397158 -169.989349 6194.299805
93185 -12.398884 -169.989990 6188.000000
93186 -12.400610 -169.990631 6181.700195
93187 -12.402336 -169.991257 6175.350098
93188 -12.404062 -169.991898 6169.150391
93189 -12.405790 -169.992523 6162.750000
93190 -12.407520 -169.993164 6156.299805
93191 -12.409247 -169.993805 6149.950195
93192 -12.410976 -169.994446 6143.400391
93193 -12.412706 -169.995071 6136.750000
93194 -12.414438 -169.995712 6129.950195
93195 -12.416170 -169.996353 6123.149902
93196 -12.417901 -169.996979 6116.450195
93197 -12.419632 -169.997620 6109.700195
93198 -12.421362 -169.998260 6103.099609
93199 -12.423094 -169.998901 6096.549805
93200 -12.424829 -169.999542 6089.900391
93201 -12.426561 -170.000183 6083.400391
93202 -12.428295 -170.000809 6076.950195
93203 -12.430030 -170.001450 6070.549805
93204 -12.431765 -170.002090 6064.099609
93205 -12.433500 -170.002731 6057.599609
93206 -12.435236 -170.003372 6051.200195
93207 -12.436972 -170.003998 6044.700195
93208 -12.438706 -170.004639 6038.149902
93209 -12.440443 -170.005280 6031.599609
93210 -12.442183 -170.005920 6024.750000
93211 -12.443925 -170.006561 6017.600098
93212 -12.445667 -170.007202 6010.450195
93213 -12.447409 -170.007843 6003.399902
93214 -12.449151 -170.008469 5996.299805
93215 -12.450891 -170.009109 5989.350098
93216 -12.452629 -170.009750 5982.649902
93217 -12.454369 -170.010391 5976.000000
93218 -12.456106 -170.011032 5969.549805
93219 -12.457842 -170.011688 5963.349609
93220 -12.459578 -170.012329 5957.299805
93221 -12.461316 -170.012970 5951.099609
93222 -12.463058 -170.013611 5944.599609
93223 -12.464802 -170.014236 5938.099609
93224 -12.466545 -170.014877 5931.700195
93225 -12.468287 -170.015518 5925.399902
93226 -12.470026 -170.016159 5919.200195
93227 -12.471767 -170.016800 5912.850098
93228 -12.473509 -170.017441 5906.350098
93229 -12.475252 -170.018082 5899.799805
93230 -12.476995 -170.018723 5893.149902
93231 -12.478739 -170.019379 5886.500000
93232 -12.480484 -170.020020 5879.700195
93233 -12.482228 -170.020660 5872.900391
93234 -12.483971 -170.021301 5866.350098
93235 -12.485712 -170.021942 5859.750000
93236 -12.487455 -170.022583 5853.099609
93237 -12.489199 -170.023224 5846.549805
93238 -12.490941 -170.023865 5840.049805
93239 -12.492683 -170.024506 5833.599609
93240 -12.494426 -170.025146 5827.149902
93241 -12.496151 -170.025787 5821.899902
93242 -12.497856 -170.026459 5818.299805
93243 -12.499554 -170.027100 5815.350098
93244 -12.501244 -170.027771 5812.850098
93245 -12.502928 -170.028442 5810.700195
93246 -12.504610 -170.029099 5808.750000
93247 -12.506289 -170.029755 5806.950195
93248 -12.507965 -170.030426 5805.250000
93249 -12.509642 -170.031097 5803.549805
93250 -12.511317 -170.031769 5801.850098
93251 -12.513254 -170.032318 5800.149902
93252 -12.515215 -170.032852 5798.399902
93253 -12.516985 -170.033478 5790.399902
93254 -12.518761 -170.034088 5779.250000
93255 -12.520494 -170.034729 5771.200195
93256 -12.522228 -170.035370 5763.250000
93257 -12.523962 -170.036011 5755.399902
93258 -12.525694 -170.036652 5747.549805
93259 -12.527427 -170.037292 5739.700195
93260 -12.529160 -170.037918 5731.899902
93261 -12.530891 -170.038559 5724.100098
93262 -12.532624 -170.039200 5716.350098
93263 -12.534357 -170.039825 5708.649902
93264 -12.536089 -170.040466 5700.950195
93265 -12.537821 -170.041107 5693.299805
93266 -12.539553 -170.041748 5685.649902
93267 -12.541285 -170.042389 5678.000000
93268 -12.543017 -170.043030 5670.450195
93269 -12.544750 -170.043671 5663.000000
93270 -12.546482 -170.044296 5655.649902
93271 -12.548215 -170.044937 5648.399902
93272 -12.549948 -170.045578 5641.250000
93273 -12.551682 -170.046219 5634.150391
93274 -12.553415 -170.046860 5627.049805
93275 -12.555148 -170.047485 5619.899902
93276 -12.556883 -170.048126 5612.649902
93277 -12.558617 -170.048767 5605.350098
93278 -12.560350 -170.049408 5597.950195
93279 -12.562084 -170.050049 5590.500000
93280 -12.563818 -170.050690 5583.049805
93281 -12.565552 -170.051331 5575.599609
93282 -12.567286 -170.051956 5568.200195
93283 -12.569021 -170.052597 5560.799805
93284 -12.570755 -170.053238 5553.450195
93285 -12.572489 -170.053879 5546.200195
93286 -12.574222 -170.054520 5539.000000
93287 -12.575954 -170.055161 5531.750000
93288 -12.577689 -170.055786 5524.549805
93289 -12.579422 -170.056427 5517.500000
93290 -12.581155 -170.057068 5510.500000
93291 -12.582888 -170.057709 5503.549805
93292 -12.584621 -170.058350 5496.700195
93293 -12.586354 -170.058975 5489.899902
93294 -12.588086 -170.059616 5483.100098
93295 -12.589817 -170.060257 5476.299805
93296 -12.591548 -170.060898 5469.450195
93297 -12.593279 -170.061523 5462.600098
93298 -12.595010 -170.062164 5455.700195
93299 -12.596739 -170.062805 5448.700195
93300 -12.598469 -170.063446 5441.650391
93301 -12.600198 -170.064087 5434.500000
93302 -12.601926 -170.064713 5427.299805
93303 -12.603654 -170.065353 5420.100098
93304 -12.605383 -170.065979 5412.950195
93305 -12.607110 -170.066620 5405.849609
93306 -12.608837 -170.067261 5398.849609
93307 -12.610563 -170.067902 5391.950195
93308 -12.612289 -170.068542 5385.149902
93309 -12.614016 -170.069168 5378.450195
93310 -12.615742 -170.069809 5371.850098
93311 -12.617468 -170.070435 5365.350098
93312 -12.619194 -170.071075 5358.799805
93313 -12.620919 -170.071716 5352.200195
93314 -12.622644 -170.072357 5345.500000
93315 -12.624371 -170.072983 5338.650391
93316 -12.626096 -170.073608 5331.750000
93317 -12.627821 -170.074249 5324.849609
93318 -12.629545 -170.074890 5317.849609
93319 -12.631268 -170.075531 5310.799805
93320 -12.632992 -170.076157 5303.799805
93321 -12.634714 -170.076797 5296.799805
93322 -12.636437 -170.077423 5289.899902
93323 -12.638161 -170.078064 5283.100098
93324 -12.639883 -170.078705 5276.350098
93325 -12.641603 -170.079346 5269.700195
93326 -12.643326 -170.079971 5263.149902
93327 -12.645049 -170.080597 5256.700195
93328 -12.646770 -170.081238 5250.299805
93329 -12.648492 -170.081879 5243.900391
93330 -12.650213 -170.082520 5237.450195
93331 -12.651934 -170.083145 5230.900391
93332 -12.653656 -170.083771 5224.299805
93333 -12.655377 -170.084412 5217.700195
93334 -12.657099 -170.085052 5211.000000
93335 -12.658821 -170.085693 5204.150391
93336 -12.660542 -170.086319 5197.200195
93337 -12.662262 -170.086945 5190.200195
93338 -12.663984 -170.087585 5183.200195
93339 -12.665707 -170.088226 5176.250000
93340 -12.667427 -170.088867 5169.450195
93341 -12.669149 -170.089493 5162.750000
93342 -12.670871 -170.090134 5156.099609
93343 -12.672594 -170.090759 5149.549805
93344 -12.674316 -170.091400 5143.000000
93345 -12.676041 -170.092041 5136.500000
93346 -12.677763 -170.092682 5130.099609
93347 -12.679487 -170.093307 5123.700195
93348 -12.681212 -170.093948 5117.200195
93349 -12.682938 -170.094574 5110.700195
93350 -12.684664 -170.095215 5104.350098
93351 -12.686391 -170.095856 5098.000000
93352 -12.688118 -170.096497 5091.599609
93353 -12.689845 -170.097122 5085.200195
93354 -12.691572 -170.097763 5078.700195
93355 -12.693298 -170.098404 5072.099609
93356 -12.695024 -170.099030 5065.450195
93357 -12.696753 -170.099670 5058.700195
93358 -12.698481 -170.100311 5051.950195
93359 -12.700207 -170.100952 5045.250000
93360 -12.701933 -170.101578 5038.500000
93361 -12.703660 -170.102219 5031.750000
93362 -12.705387 -170.102844 5025.000000
93363 -12.707113 -170.103485 5018.200195
93364 -12.708839 -170.104126 5011.349609
93365 -12.710566 -170.104752 5004.450195
93366 -12.712291 -170.105377 4997.549805
93367 -12.714015 -170.106018 4990.650391
93368 -12.715739 -170.106659 4983.750000
93369 -12.717463 -170.107285 4976.899902
93370 -12.719186 -170.107910 4970.100098
93371 -12.720909 -170.108551 4963.350098
93372 -12.722630 -170.109192 4956.700195
93373 -12.724351 -170.109818 4950.049805
93374 -12.726072 -170.110443 4943.400391
93375 -12.727793 -170.111084 4936.850098
93376 -12.729512 -170.111725 4930.400391
93377 -12.731232 -170.112350 4924.000000
93378 -12.732951 -170.112976 4917.549805
93379 -12.734669 -170.113617 4911.149902
93380 -12.736386 -170.114258 4904.799805
93381 -12.738104 -170.114883 4898.350098
93382 -12.739821 -170.115509 4891.900391
93383 -12.741539 -170.116150 4885.450195
93384 -12.743257 -170.116791 4878.950195
93385 -12.744973 -170.117401 4872.400391
93386 -12.746690 -170.118042 4865.799805
93387 -12.748405 -170.118683 4859.200195
93388 -12.750122 -170.119308 4852.599609
93389 -12.751838 -170.119934 4845.950195
93390 -12.753552 -170.120575 4839.250000
93391 -12.755268 -170.121216 4832.599609
93392 -12.756984 -170.121841 4825.950195
93393 -12.758699 -170.122467 4819.299805
93394 -12.760414 -170.123108 4812.750000
93395 -12.762129 -170.123749 4806.250000
93396 -12.763844 -170.124359 4799.750000
93397 -12.765557 -170.125000 4793.299805
93398 -12.767271 -170.125641 4786.850098
93399 -12.768986 -170.126266 4780.400391
93400 -12.770700 -170.126892 4774.049805
93401 -12.772413 -170.127533 4767.700195
93402 -12.774126 -170.128174 4761.299805
93403 -12.775840 -170.128784 4754.900391
93404 -12.777552 -170.129425 4748.450195
93405 -12.779264 -170.130066 4741.900391
93406 -12.780975 -170.130707 4735.299805
93407 -12.782686 -170.131332 4728.700195
93408 -12.784397 -170.131958 4722.349609
93409 -12.786106 -170.132599 4716.450195
93410 -12.787814 -170.133240 4710.950195
93411 -12.789522 -170.133881 4705.849609
93412 -12.791231 -170.134506 4700.950195
93413 -12.792938 -170.135132 4695.950195
93414 -12.794645 -170.135773 4690.750000
93415 -12.796352 -170.136414 4685.400391
93416 -12.798059 -170.137039 4679.950195
93417 -12.799765 -170.137665 4674.450195
93418 -12.801468 -170.138306 4669.000000
93419 -12.803171 -170.138947 4663.649902
93420 -12.804874 -170.139572 4658.350098
93421 -12.806575 -170.140198 4653.100098
93422 -12.808275 -170.140839 4647.850098
93423 -12.809973 -170.141449 4642.500000
93424 -12.811670 -170.142090 4637.149902
93425 -12.813366 -170.142731 4631.799805
93426 -12.815060 -170.143341 4626.400391
93427 -12.816752 -170.143982 4620.900391
93428 -12.818443 -170.144592 4615.299805
93429 -12.820133 -170.145233 4609.649902
93430 -12.821821 -170.145859 4604.000000
93431 -12.823507 -170.146484 4598.400391
93432 -12.825192 -170.147095 4592.799805
93433 -12.826876 -170.147736 4587.200195
93434 -12.828558 -170.148346 4581.700195
93435 -12.830238 -170.148987 4576.299805
93436 -12.831917 -170.149597 4570.900391
93437 -12.833593 -170.150238 4565.600098
93438 -12.835269 -170.150848 4560.399902
93439 -12.836943 -170.151459 4555.250000
93440 -12.838615 -170.152084 4550.100098
93441 -12.840288 -170.152710 4544.899902
93442 -12.841957 -170.153320 4539.649902
93443 -12.843626 -170.153931 4534.350098
93444 -12.845293 -170.154556 4529.000000
93445 -12.846959 -170.155182 4523.549805
93446 -12.848622 -170.155792 4518.049805
93447 -12.850285 -170.156403 4512.450195
93448 -12.851947 -170.157043 4506.700195
93449 -12.853605 -170.157654 4500.849609
93450 -12.855265 -170.158264 4495.000000
93451 -12.856922 -170.158875 4489.250000
93452 -12.858578 -170.159500 4483.549805
93453 -12.860233 -170.160110 4477.850098
93454 -12.861887 -170.160736 4472.200195
93455 -12.863539 -170.161346 4466.649902
93456 -12.865191 -170.161957 4461.099609
93457 -12.866841 -170.162567 4455.549805
93458 -12.868492 -170.163177 4450.099609
93459 -12.870141 -170.163803 4444.649902
93460 -12.871790 -170.164413 4439.200195
93461 -12.873440 -170.165024 4433.799805
93462 -12.875087 -170.165634 4428.450195
93463 -12.876734 -170.166245 4423.099609
93464 -12.878383 -170.166855 4417.750000
93465 -12.880030 -170.167465 4412.500000
93466 -12.881678 -170.168076 4407.299805
93467 -12.883326 -170.168701 4402.100098
93468 -12.884973 -170.169312 4396.899902
93469 -12.886620 -170.169922 4391.750000
93470 -12.888267 -170.170532 4386.549805
93471 -12.889914 -170.171143 4381.299805
93472 -12.891562 -170.171753 4376.049805
93473 -12.893209 -170.172363 4370.750000
93474 -12.894857 -170.172974 4365.400391
93475 -12.896503 -170.173599 4359.950195
93476 -12.898151 -170.174210 4354.450195
93477 -12.899798 -170.174820 4348.900391
93478 -12.901445 -170.175430 4343.250000
93479 -12.903091 -170.176041 4337.549805
93480 -12.904737 -170.176651 4331.850098
93481 -12.906384 -170.177277 4326.200195
93482 -12.908030 -170.177887 4320.599609
93483 -12.909674 -170.178497 4315.099609
93484 -12.911320 -170.179108 4309.750000
93485 -12.912964 -170.179718 4304.450195
93486 -12.914610 -170.180328 4299.200195
93487 -12.916254 -170.180939 4294.049805
93488 -12.917898 -170.181549 4288.899902
93489 -12.919542 -170.182159 4283.549805
93490 -12.921186 -170.182770 4278.049805
93491 -12.922831 -170.183380 4272.549805
93492 -12.924473 -170.183990 4267.000000
93493 -12.926117 -170.184601 4261.350098
93494 -12.927759 -170.185211 4255.700195
93495 -12.929401 -170.185822 4250.099609
93496 -12.931046 -170.186432 4244.599609
93497 -12.932688 -170.187042 4239.149902
93498 -12.934329 -170.187653 4233.750000
93499 -12.935972 -170.188263 4228.450195
93500 -12.937614 -170.188873 4223.200195
93501 -12.939256 -170.189484 4218.000000
93502 -12.940899 -170.190094 4212.799805
93503 -12.942541 -170.190704 4207.500000
93504 -12.944182 -170.191315 4202.099609
93505 -12.945826 -170.191925 4196.649902
93506 -12.947468 -170.192535 4191.149902
93507 -12.949110 -170.193146 4185.549805
93508 -12.950752 -170.193756 4179.850098
93509 -12.952394 -170.194366 4174.149902
93510 -12.954039 -170.194977 4168.549805
93511 -12.955681 -170.195572 4163.049805
93512 -12.957325 -170.196182 4157.599609
93513 -12.958970 -170.196793 4152.250000
93514 -12.960614 -170.197403 4146.950195
93515 -12.962259 -170.198029 4141.700195
93516 -12.963905 -170.198639 4136.549805
93517 -12.965551 -170.199249 4131.500000
93518 -12.967197 -170.199860 4126.450195
93519 -12.968845 -170.200470 4121.299805
93520 -12.970492 -170.201080 4116.000000
93521 -12.972141 -170.201691 4110.599609
93522 -12.973790 -170.202301 4105.099609
93523 -12.975440 -170.202911 4099.450195
93524 -12.977089 -170.203522 4093.750000
93525 -12.978739 -170.204132 4088.000000
93526 -12.980389 -170.204758 4082.250000
93527 -12.982040 -170.205368 4076.600098
93528 -12.983690 -170.205978 4071.000000
93529 -12.985340 -170.206589 4065.500000
93530 -12.986991 -170.207199 4060.050049
93531 -12.988642 -170.207809 4054.600098
93532 -12.990293 -170.208435 4049.299805
93533 -12.991944 -170.209045 4044.049805
93534 -12.993596 -170.209656 4038.750000
93535 -12.995248 -170.210266 4033.450195
93536 -12.996901 -170.210876 4028.100098
93537 -12.998552 -170.211487 4022.699951
93538 -13.000205 -170.212112 4017.250000
93539 -13.001858 -170.212723 4011.750000
93540 -13.003511 -170.213333 4006.199951
93541 -13.005165 -170.213943 4000.600098
93542 -13.006819 -170.214569 3994.950195
93543 -13.008471 -170.215179 3989.300049
93544 -13.010125 -170.215790 3983.699951
93545 -13.011780 -170.216400 3978.100098
93546 -13.013433 -170.217010 3972.500000
93547 -13.015087 -170.217636 3966.850098
93548 -13.016740 -170.218246 3961.199951
93549 -13.018394 -170.218857 3955.549805
93550 -13.020046 -170.219467 3949.899902
93551 -13.021698 -170.220093 3944.300049
93552 -13.023351 -170.220703 3938.750000
93553 -13.025002 -170.221313 3933.250000
93554 -13.026651 -170.221924 3927.750000
93555 -13.028301 -170.222534 3922.350098
93556 -13.029951 -170.223145 3917.049805
93557 -13.031599 -170.223755 3911.799805
93558 -13.033247 -170.224365 3906.649902
93559 -13.034893 -170.224976 3901.500000
93560 -13.036537 -170.225586 3896.299805
93561 -13.038181 -170.226196 3891.049805
93562 -13.039824 -170.226807 3885.799805
93563 -13.041466 -170.227417 3880.449951
93564 -13.043106 -170.228027 3874.799805
93565 -13.044744 -170.228638 3869.049805
93566 -13.046382 -170.229233 3863.350098
93567 -13.048018 -170.229843 3857.649902
93568 -13.049652 -170.230438 3852.000000
93569 -13.051285 -170.231049 3846.350098
93570 -13.052916 -170.231659 3840.750000
93571 -13.054546 -170.232269 3835.250000
93572 -13.056174 -170.232864 3829.800049
93573 -13.057802 -170.233459 3824.399902
93574 -13.059427 -170.234070 3819.000000
93575 -13.061052 -170.234680 3813.649902
93576 -13.062676 -170.235275 3808.300049
93577 -13.064301 -170.235870 3802.800049
93578 -13.065923 -170.236481 3797.149902
93579 -13.067544 -170.237091 3791.500000
93580 -13.069166 -170.237686 3785.850098
93581 -13.070787 -170.238281 3780.149902
93582 -13.072409 -170.238892 3774.450195
93583 -13.074028 -170.239502 3768.850098
93584 -13.075649 -170.240097 3763.350098
93585 -13.077271 -170.240692 3757.950195
93586 -13.078891 -170.241302 3752.649902
93587 -13.080513 -170.241898 3747.399902
93588 -13.082134 -170.242493 3742.250000
93589 -13.083755 -170.243103 3737.100098
93590 -13.085378 -170.243713 3731.899902
93591 -13.087000 -170.244308 3726.649902
93592 -13.088623 -170.244919 3721.250000
93593 -13.090246 -170.245514 3715.800049
93594 -13.091871 -170.246124 3710.350098
93595 -13.093496 -170.246735 3704.800049
93596 -13.095123 -170.247330 3699.199951
93597 -13.096750 -170.247925 3693.649902
93598 -13.098377 -170.248535 3688.000000
93599 -13.100004 -170.249146 3682.300049
93600 -13.101631 -170.249741 3676.699951
93601 -13.103259 -170.250336 3671.100098
93602 -13.104887 -170.250946 3665.550049
93603 -13.106516 -170.251556 3660.100098
93604 -13.108145 -170.252151 3654.750000
93605 -13.109774 -170.252762 3649.450195
93606 -13.111403 -170.253357 3644.200195
93607 -13.113031 -170.253967 3639.000000
93608 -13.114659 -170.254578 3633.799805
93609 -13.116287 -170.255173 3628.600098
93610 -13.117914 -170.255768 3623.350098
93611 -13.119543 -170.256378 3618.000000
93612 -13.121170 -170.256989 3612.649902
93613 -13.122797 -170.257584 3607.350098
93614 -13.124424 -170.258179 3602.000000
93615 -13.126052 -170.258789 3596.550049
93616 -13.127678 -170.259399 3591.100098
93617 -13.129303 -170.259995 3585.750000
93618 -13.130929 -170.260590 3580.450195
93619 -13.132553 -170.261200 3575.149902
93620 -13.134177 -170.261810 3569.850098
93621 -13.135801 -170.262405 3564.500000
93622 -13.137424 -170.263000 3559.050049
93623 -13.139048 -170.263611 3553.600098
93624 -13.140669 -170.264221 3548.149902
93625 -13.142291 -170.264801 3542.649902
93626 -13.143911 -170.265411 3537.100098
93627 -13.145529 -170.266022 3531.500000
93628 -13.147148 -170.266602 3525.850098
93629 -13.148764 -170.267212 3520.199951
93630 -13.150379 -170.267822 3514.600098
93631 -13.151995 -170.268402 3509.050049
93632 -13.153608 -170.269012 3503.550049
93633 -13.155221 -170.269623 3498.000000
93634 -13.156833 -170.270203 3492.399902
93635 -13.158443 -170.270813 3486.850098
93636 -13.160053 -170.271393 3481.300049
93637 -13.161663 -170.272003 3475.699951
93638 -13.163270 -170.272614 3470.149902
93639 -13.164877 -170.273193 3464.649902
93640 -13.166483 -170.273804 3459.100098
93641 -13.168089 -170.274384 3453.550049
93642 -13.169695 -170.274994 3448.050049
93643 -13.171297 -170.275574 3442.550049
93644 -13.172899 -170.276184 3437.000000
93645 -13.174502 -170.276764 3431.449951
93646 -13.176104 -170.277374 3425.899902
93647 -13.177705 -170.277954 3420.300049
93648 -13.179305 -170.278564 3414.649902
93649 -13.180905 -170.279144 3409.050049
93650 -13.182505 -170.279755 3403.500000
93651 -13.184103 -170.280334 3398.000000
93652 -13.185701 -170.280914 3392.600098
93653 -13.187299 -170.281525 3387.199951
93654 -13.188896 -170.282104 3381.850098
93655 -13.190494 -170.282715 3376.600098
93656 -13.192090 -170.283295 3371.350098
93657 -13.193686 -170.283890 3366.049805
93658 -13.195284 -170.284485 3360.699951
93659 -13.196879 -170.285065 3355.300049
93660 -13.198473 -170.285660 3349.950195
93661 -13.200068 -170.286255 3344.600098
93662 -13.201662 -170.286835 3339.149902
93663 -13.203255 -170.287430 3333.649902
93664 -13.204845 -170.288025 3328.149902
93665 -13.206438 -170.288605 3322.600098
93666 -13.208029 -170.289215 3317.000000
93667 -13.209618 -170.289795 3311.299805
93668 -13.211206 -170.290390 3305.449951
93669 -13.212794 -170.290985 3299.600098
93670 -13.214382 -170.291565 3293.899902
93671 -13.215970 -170.292160 3288.300049
93672 -13.217556 -170.292755 3282.850098
93673 -13.219141 -170.293335 3277.500000
93674 -13.220725 -170.293930 3272.200195
93675 -13.222308 -170.294525 3267.000000
93676 -13.223892 -170.295105 3261.799805
93677 -13.225474 -170.295685 3256.549805
93678 -13.227057 -170.296280 3251.299805
93679 -13.228637 -170.296875 3246.100098
93680 -13.230217 -170.297455 3240.850098
93681 -13.231796 -170.298035 3235.600098
93682 -13.233373 -170.298630 3230.399902
93683 -13.234947 -170.299225 3225.100098
93684 -13.236521 -170.299805 3219.649902
93685 -13.238091 -170.300385 3214.100098
93686 -13.239656 -170.300980 3208.350098
93687 -13.241219 -170.301559 3202.449951
93688 -13.242779 -170.302139 3196.550049
93689 -13.244333 -170.302719 3190.700195
93690 -13.245884 -170.303284 3185.000000
93691 -13.247431 -170.303864 3179.399902
93692 -13.248974 -170.304443 3173.850098
93693 -13.250511 -170.305023 3168.350098
93694 -13.252046 -170.305573 3162.850098
93695 -13.253574 -170.306152 3157.300049
93696 -13.255100 -170.306717 3151.750000
93697 -13.256620 -170.307281 3146.250000
93698 -13.258137 -170.307831 3140.750000
93699 -13.259647 -170.308411 3135.250000
93700 -13.261154 -170.308960 3129.800049
93701 -13.262657 -170.309540 3124.350098
93702 -13.264156 -170.310089 3118.850098
93703 -13.265651 -170.310638 3113.399902
93704 -13.267139 -170.311203 3108.049805
93705 -13.268625 -170.311752 3102.750000
93706 -13.270107 -170.312302 3097.350098
93707 -13.271584 -170.312851 3091.850098
93708 -13.273058 -170.313400 3086.350098
93709 -13.274527 -170.313950 3080.950195
93710 -13.275991 -170.314499 3075.700195
93711 -13.277452 -170.315033 3070.550049
93712 -13.278912 -170.315582 3065.399902
93713 -13.280366 -170.316132 3060.200195
93714 -13.281816 -170.316666 3054.850098
93715 -13.283262 -170.317200 3049.350098
93716 -13.284705 -170.317749 3043.850098
93717 -13.286144 -170.318268 3038.399902
93718 -13.287580 -170.318817 3033.000000
93719 -13.289011 -170.319336 3027.700195
93720 -13.290440 -170.319885 3022.399902
93721 -13.291864 -170.320404 3017.000000
93722 -13.293287 -170.320923 3011.550049
93723 -13.294704 -170.321457 3006.000000
93724 -13.296120 -170.321991 3000.399902
93725 -13.297533 -170.322510 2994.800049
93726 -13.298943 -170.323029 2989.250000
93727 -13.300348 -170.323547 2983.750000
93728 -13.301749 -170.324066 2978.300049
93729 -13.303146 -170.324585 2972.950195
93730 -13.304541 -170.325104 2967.700195
93731 -13.305931 -170.325623 2962.500000
93732 -13.307318 -170.326141 2957.299805
93733 -13.308701 -170.326660 2952.000000
93734 -13.310081 -170.327179 2946.600098
93735 -13.311459 -170.327698 2941.100098
93736 -13.312833 -170.328201 2935.450195
93737 -13.314203 -170.328705 2929.800049
93738 -13.315571 -170.329224 2924.350098
93739 -13.316935 -170.329742 2919.100098
93740 -13.318295 -170.330231 2913.899902
93741 -13.319654 -170.330750 2908.649902
93742 -13.321007 -170.331238 2903.350098
93743 -13.322358 -170.331757 2898.000000
93744 -13.323707 -170.332245 2892.550049
93745 -13.325052 -170.332764 2887.000000
93746 -13.326394 -170.333252 2881.399902
93747 -13.327733 -170.333771 2875.800049
93748 -13.329069 -170.334259 2870.250000
93749 -13.330402 -170.334747 2864.750000
93750 -13.331732 -170.335251 2859.300049
93751 -13.333059 -170.335754 2853.950195
93752 -13.334385 -170.336243 2848.649902
93753 -13.335707 -170.336731 2843.350098
93754 -13.337025 -170.337219 2838.000000
93755 -13.338341 -170.337708 2832.550049
93756 -13.339655 -170.338211 2827.050049
93757 -13.340965 -170.338699 2821.550049
93758 -13.342274 -170.339172 2816.200195
93759 -13.343578 -170.339661 2810.950195
93760 -13.344881 -170.340149 2805.649902
93761 -13.346182 -170.340637 2800.350098
93762 -13.347481 -170.341110 2795.000000
93763 -13.348777 -170.341583 2789.500000
